Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Payment Mode,Month,Year,Day,Profit Margin
ORD105989,2023-05-31,2023-06-03,CUST0125,Arjun Desai,Consumer,Bhubaneswar,Odisha,East,Office Supplies,Binder,Ring Binder,4003.72,4,0.15,180.17,Net Banking,May,2023,Wednesday,4.500064939606166
ORD105990,2023-04-08,2023-04-13,CUST0470,Rohan Patel,Consumer,Guwahati,Assam,East,Office Supplies,Pen,Gel Pen Box,6035.65,10,0.3,-181.07,Credit Card,April,2023,Saturday,-3.000008284111902
ORD105991,2023-01-26,2023-01-28,CUST0154,Diya Joshi,Home Office,Delhi,Delhi,North,Technology,Accessories,Wireless Mouse,9452.83,8,0.0,1134.34,Cash,January,2023,Thursday,12.000004231537009
ORD105992,2024-02-25,2024-02-29,CUST0358,Rahul Singh,Corporate,Bengaluru,Karnataka,South,Office Supplies,Binder,Ring Binder,7772.97,6,0.0,932.76,Debit Card,February,2024,Sunday,12.000046314343166
ORD105993,2023-01-15,2023-01-17,CUST0330,Ishita Joshi,Home Office,Bengaluru,Karnataka,South,Furniture,Chair,Office Chair,117.38,6,0.05,11.15,UPI,January,2023,Sunday,9.499062872721078
ORD105994,2023-09-27,2023-10-01,CUST0224,Neha Verma,Home Office,Bengaluru,Karnataka,South,Furniture,Bookcase,Wooden Bookcase,9393.77,2,0.15,422.72,Debit Card,September,2023,Wednesday,4.500003725873638
ORD105995,2023-02-28,2023-03-05,CUST0059,Yash Kumar,Consumer,Bengaluru,Karnataka,South,Technology,Accessories,Keyboard,3159.78,6,0.3,-94.79,UPI,February,2023,Tuesday,-2.999892397571983
ORD105996,2023-12-05,2023-12-10,CUST0060,Anaya Kumar,Corporate,Kolkata,West Bengal,East,Office Supplies,Storage,Plastic Storage Box,6774.54,2,0.0,812.94,Credit Card,December,2023,Tuesday,11.999929146480795
ORD105997,2024-02-09,2024-02-15,CUST0442,Diya Gupta,Consumer,Hyderabad,Telangana,South,Office Supplies,Storage,Plastic Storage Box,5143.31,8,0.0,617.2,UPI,February,2024,Friday,12.000054439650732
ORD105998,2024-09-16,2024-09-19,CUST0373,Sneha Shah,Consumer,Ahmedabad,Gujarat,West,Office Supplies,Pen,Gel Pen Box,2162.06,2,0.1,151.34,UPI,September,2024,Monday,6.9998057408212535
ORD105999,2023-10-23,2023-10-29,CUST0180,Rahul Kumar,Home Office,Guwahati,Assam,East,Furniture,Chair,Office Chair,891.05,7,0.15,40.1,Credit Card,October,2023,Monday,4.500308624656305
ORD106000,2023-01-02,2023-01-05,CUST0017,Arjun Patel,Home Office,Guwahati,Assam,East,Office Supplies,Paper,A4 Paper Pack,5658.13,10,0.1,396.07,Debit Card,January,2023,Monday,7.000015906315338
ORD106001,2023-07-29,2023-07-30,CUST0186,Diya Patel,Home Office,Pune,Maharashtra,West,Furniture,Chair,Office Chair,2429.22,10,0.15,109.31,Cash,July,2023,Saturday,4.4997982891627775
ORD106002,2024-03-25,2024-03-27,CUST0359,Vivaan Singh,Consumer,Pune,Maharashtra,West,Office Supplies,Pen,Gel Pen Box,3751.64,5,0.0,450.2,Cash,March,2024,Monday,12.000085296030536
ORD106003,2024-04-15,2024-04-18,CUST0293,Priya Gupta,Home Office,Lucknow,Uttar Pradesh,North,Furniture,Table,Study Table,320.25,10,0.05,30.42,Credit Card,April,2024,Monday,9.498829039812646
ORD106004,2023-11-28,2023-12-02,CUST0234,Diya Desai,Consumer,Delhi,Delhi,North,Office Supplies,Paper,A4 Paper Pack,296.71,4,0.1,20.77,Cash,November,2023,Tuesday,7.000101108826801
ORD106005,2023-03-11,2023-03-16,CUST0314,Nisha Gupta,Home Office,Ahmedabad,Gujarat,West,Technology,Accessories,Wireless Mouse,880.29,5,0.2,17.61,Debit Card,March,2023,Saturday,2.0004771154960297
ORD106006,2024-01-29,2024-02-03,CUST0259,Meera Singh,Consumer,Guwahati,Assam,East,Office Supplies,Storage,Plastic Storage Box,8249.51,9,0.3,-247.49,Credit Card,January,2024,Monday,-3.0000569730808255
ORD106007,2023-03-11,2023-03-17,CUST0241,Anaya Nair,Consumer,Bengaluru,Karnataka,South,Technology,Accessories,Wireless Mouse,657.72,6,0.1,46.04,UPI,March,2023,Saturday,6.99993918384723
ORD106008,2024-09-24,2024-09-30,CUST0003,Karan Mehta,Home Office,Ahmedabad,Gujarat,West,Office Supplies,Paper,A4 Paper Pack,8064.88,3,0.05,766.16,Credit Card,September,2024,Tuesday,9.499955362014065
ORD106009,2024-03-19,2024-03-24,CUST0418,Sneha Gupta,Home Office,Mumbai,Maharashtra,West,Furniture,Table,Study Table,1390.68,6,0.05,132.11,UPI,March,2024,Tuesday,9.499669226565421
ORD106010,2023-06-02,2023-06-08,CUST0008,Diya Shah,Consumer,Delhi,Delhi,North,Technology,Accessories,Keyboard,3465.87,2,0.3,-103.98,Net Banking,June,2023,Friday,-3.000112525859308
ORD106011,2023-06-12,2023-06-18,CUST0331,Priya Mehta,Consumer,Hyderabad,Telangana,South,Office Supplies,Binder,Ring Binder,5243.09,4,0.05,498.09,UPI,June,2023,Monday,9.499932291835538
ORD106012,2023-07-01,2023-07-07,CUST0007,Karan Gupta,Home Office,Kolkata,West Bengal,East,Furniture,Chair,Office Chair,4553.42,9,0.15,204.9,Debit Card,July,2023,Saturday,4.499914350092897
ORD106013,2024-09-06,2024-09-11,CUST0035,Vivaan Shah,Consumer,Mumbai,Maharashtra,West,Office Supplies,Storage,Plastic Storage Box,5039.96,9,0.05,478.8,UPI,September,2024,Friday,9.500075397423789
ORD106014,2024-04-28,2024-05-02,CUST0426,Meera Shah,Home Office,Lucknow,Uttar Pradesh,North,Office Supplies,Storage,Plastic Storage Box,7459.09,5,0.15,335.66,Credit Card,April,2024,Sunday,4.500012736138054
ORD106015,2023-06-22,2023-06-28,CUST0189,Karan Desai,Home Office,Delhi,Delhi,North,Office Supplies,Storage,Plastic Storage Box,2721.37,5,0.1,190.5,Credit Card,June,2023,Thursday,7.000150659410517
ORD106016,2024-05-28,2024-05-31,CUST0174,Diya Kumar,Corporate,Hyderabad,Telangana,South,Furniture,Bookcase,Wooden Bookcase,7764.94,7,0.15,349.42,Cash,May,2024,Tuesday,4.499970379680977
ORD106017,2024-11-28,2024-11-30,CUST0110,Anaya Joshi,Corporate,Ahmedabad,Gujarat,West,Furniture,Bookcase,Wooden Bookcase,8983.45,5,0.0,1078.01,UPI,November,2024,Thursday,11.999955473676593
ORD106018,2024-02-14,2024-02-19,CUST0280,Rahul Joshi,Home Office,Jaipur,Rajasthan,North,Office Supplies,Paper,A4 Paper Pack,4659.09,6,0.3,-139.77,Credit Card,February,2024,Wednesday,-2.99994204876918
ORD106019,2023-04-23,2023-04-28,CUST0464,Rahul Desai,Consumer,Mumbai,Maharashtra,West,Furniture,Table,Study Table,2160.6,10,0.2,43.21,Debit Card,April,2023,Sunday,1.9999074331204296
ORD106020,2024-02-11,2024-02-13,CUST0011,Meera Singh,Corporate,Lucknow,Uttar Pradesh,North,Technology,Laptop,Business Laptop,9640.44,9,0.05,915.84,Net Banking,February,2024,Sunday,9.499981328653048
ORD106021,2024-08-24,2024-08-25,CUST0227,Meera Patel,Corporate,Jaipur,Rajasthan,North,Technology,Accessories,Wireless Mouse,339.76,6,0.1,23.78,Credit Card,August,2024,Saturday,6.99905815870026
ORD106022,2023-05-03,2023-05-04,CUST0115,Ishita Shah,Corporate,Pune,Maharashtra,West,Technology,Accessories,Keyboard,4659.08,5,0.05,442.61,Net Banking,May,2023,Wednesday,9.499944194991286
ORD106023,2023-10-24,2023-10-26,CUST0493,Neha Singh,Corporate,Hyderabad,Telangana,South,Technology,Accessories,Wireless Mouse,3195.36,8,0.2,63.91,Debit Card,October,2023,Tuesday,2.000087627059236
ORD106024,2023-09-30,2023-10-01,CUST0278,Arjun Gupta,Home Office,Lucknow,Uttar Pradesh,North,Office Supplies,Storage,Plastic Storage Box,5001.03,6,0.05,475.1,Debit Card,September,2023,Saturday,9.500042991143825
ORD106025,2023-06-09,2023-06-10,CUST0261,Meera Kumar,Corporate,Bhubaneswar,Odisha,East,Furniture,Chair,Office Chair,8434.64,1,0.1,590.42,Net Banking,June,2023,Friday,6.999943091821346
ORD106026,2023-11-10,2023-11-15,CUST0128,Neha Gupta,Home Office,Bhubaneswar,Odisha,East,Technology,Accessories,Wireless Mouse,5754.65,9,0.05,546.69,Net Banking,November,2023,Friday,9.49996958980998
ORD106027,2023-08-04,2023-08-05,CUST0384,Aarav Shah,Consumer,Lucknow,Uttar Pradesh,North,Furniture,Bookcase,Wooden Bookcase,1121.26,2,0.2,22.43,Cash,August,2023,Friday,2.0004280898275155
ORD106028,2024-05-11,2024-05-14,CUST0046,Rahul Shah,Corporate,Lucknow,Uttar Pradesh,North,Furniture,Bookcase,Wooden Bookcase,3220.65,2,0.3,-96.62,Debit Card,May,2024,Saturday,-3.000015524816419
ORD106029,2023-09-27,2023-09-28,CUST0366,Meera Singh,Home Office,Mumbai,Maharashtra,West,Office Supplies,Binder,Ring Binder,5671.82,5,0.1,397.03,Cash,September,2023,Wednesday,7.0000458406649
ORD106030,2024-08-05,2024-08-07,CUST0276,Karan Shah,Consumer,Ahmedabad,Gujarat,West,Technology,Laptop,Business Laptop,6522.81,4,0.15,293.53,Cash,August,2024,Monday,4.500054424396847
ORD106031,2023-09-11,2023-09-12,CUST0010,Ishita Mehta,Corporate,Ahmedabad,Gujarat,West,Technology,Laptop,Business Laptop,5929.16,10,0.2,118.58,Credit Card,September,2023,Monday,1.9999460294544253
ORD106032,2024-10-06,2024-10-12,CUST0038,Ishita Kumar,Corporate,Lucknow,Uttar Pradesh,North,Technology,Phone,Smartphone,8533.25,6,0.15,384.0,UPI,October,2024,Sunday,4.500043945741657
ORD106033,2024-11-26,2024-11-28,CUST0018,Anaya Mehta,Consumer,Pune,Maharashtra,West,Office Supplies,Binder,Ring Binder,5034.1,6,0.3,-151.02,Credit Card,November,2024,Tuesday,-2.9999404064281596
ORD106034,2024-04-30,2024-05-04,CUST0102,Priya Patel,Corporate,Pune,Maharashtra,West,Technology,Accessories,Keyboard,1716.52,9,0.05,163.07,Cash,April,2024,Tuesday,9.50003495444271
ORD106035,2024-05-20,2024-05-25,CUST0323,Priya Kumar,Consumer,Bengaluru,Karnataka,South,Technology,Accessories,Keyboard,875.28,4,0.3,-26.26,Cash,May,2024,Monday,-3.00018279864729
ORD106036,2024-10-21,2024-10-27,CUST0340,Rohan Patel,Consumer,Guwahati,Assam,East,Technology,Accessories,Wireless Mouse,7917.98,2,0.2,158.36,Credit Card,October,2024,Monday,2.0000050517935133
ORD106037,2023-11-14,2023-11-16,CUST0495,Sneha Shah,Home Office,Jaipur,Rajasthan,North,Office Supplies,Pen,Gel Pen Box,278.02,9,0.2,5.56,Credit Card,November,2023,Tuesday,1.9998561254586
ORD106038,2024-09-03,2024-09-04,CUST0133,Aarav Desai,Corporate,Lucknow,Uttar Pradesh,North,Furniture,Bookcase,Wooden Bookcase,6950.93,3,0.2,139.02,Credit Card,September,2024,Tuesday,2.00002014118974
ORD106039,2024-02-03,2024-02-04,CUST0140,Rahul Gupta,Home Office,Delhi,Delhi,North,Furniture,Table,Study Table,2600.81,5,0.3,-78.02,Debit Card,February,2024,Saturday,-2.9998346668922373
ORD106040,2024-06-26,2024-06-29,CUST0428,Rohan Patel,Home Office,Hyderabad,Telangana,South,Technology,Accessories,Wireless Mouse,2053.91,10,0.05,195.12,UPI,June,2024,Wednesday,9.499929402943655
ORD106041,2024-03-01,2024-03-04,CUST0253,Rahul Kumar,Consumer,Lucknow,Uttar Pradesh,North,Office Supplies,Paper,A4 Paper Pack,7297.7,3,0.0,875.72,Debit Card,March,2024,Friday,11.999945188209985
ORD106042,2023-08-21,2023-08-23,CUST0347,Karan Nair,Consumer,Guwahati,Assam,East,Furniture,Chair,Office Chair,8874.8,2,0.05,843.11,UPI,August,2023,Monday,9.50004507143823
ORD106043,2024-09-13,2024-09-15,CUST0134,Aarav Joshi,Consumer,Lucknow,Uttar Pradesh,North,Furniture,Chair,Office Chair,2786.39,9,0.3,-83.59,Credit Card,September,2024,Friday,-2.999938989158015
ORD106044,2023-06-20,2023-06-24,CUST0487,Rohan Gupta,Home Office,Bhubaneswar,Odisha,East,Office Supplies,Pen,Gel Pen Box,5818.18,5,0.05,552.73,Debit Card,June,2023,Tuesday,9.500049843765575
ORD106045,2024-01-02,2024-01-08,CUST0034,Rahul Kumar,Consumer,Lucknow,Uttar Pradesh,North,Technology,Accessories,Keyboard,3644.93,5,0.2,72.9,Net Banking,January,2024,Tuesday,2.000038409516781
ORD106046,2023-10-11,2023-10-14,CUST0301,Aarav Mehta,Consumer,Guwahati,Assam,East,Technology,Accessories,Wireless Mouse,6568.85,7,0.1,459.82,UPI,October,2023,Wednesday,7.00000761168241
ORD106047,2024-09-03,2024-09-04,CUST0017,Nisha Kumar,Home Office,Lucknow,Uttar Pradesh,North,Office Supplies,Storage,Plastic Storage Box,1283.41,7,0.1,89.84,Credit Card,September,2024,Tuesday,7.000101292650049
ORD106048,2023-04-13,2023-04-18,CUST0408,Nisha Desai,Consumer,Chennai,Tamil Nadu,South,Office Supplies,Binder,Ring Binder,7555.93,1,0.1,528.92,UPI,April,2023,Thursday,7.0000648497273
ORD106049,2024-08-07,2024-08-09,CUST0091,Vivaan Kumar,Corporate,Jaipur,Rajasthan,North,Technology,Accessories,Keyboard,5829.64,7,0.1,408.07,Cash,August,2024,Wednesday,6.999917662154095
ORD106050,2024-12-22,2024-12-23,CUST0120,Meera Mehta,Corporate,Ahmedabad,Gujarat,West,Office Supplies,Pen,Gel Pen Box,1874.33,8,0.1,131.2,Cash,December,2024,Sunday,6.999834607566437
ORD106051,2023-05-24,2023-05-25,CUST0203,Vivaan Shah,Home Office,Bhubaneswar,Odisha,East,Office Supplies,Storage,Plastic Storage Box,9730.53,10,0.15,437.87,Debit Card,May,2023,Wednesday,4.499960433809874
ORD106052,2023-06-06,2023-06-08,CUST0426,Meera Mehta,Corporate,Kolkata,West Bengal,East,Technology,Accessories,Keyboard,9392.31,6,0.0,1127.08,Cash,June,2023,Tuesday,12.000029811622486
ORD106053,2024-03-18,2024-03-24,CUST0373,Yash Verma,Corporate,Guwahati,Assam,East,Furniture,Table,Study Table,7955.94,4,0.05,755.81,UPI,March,2024,Monday,9.499945952332471
ORD106054,2023-05-25,2023-05-29,CUST0197,Karan Verma,Home Office,Ahmedabad,Gujarat,West,Office Supplies,Storage,Plastic Storage Box,5074.26,5,0.3,-152.23,Net Banking,May,2023,Thursday,-3.0000433560755653
ORD106055,2023-09-27,2023-10-03,CUST0334,Nisha Joshi,Consumer,Chennai,Tamil Nadu,South,Office Supplies,Storage,Plastic Storage Box,9555.2,10,0.2,191.1,UPI,September,2023,Wednesday,1.9999581379772269
ORD106056,2023-12-12,2023-12-13,CUST0456,Neha Joshi,Consumer,Hyderabad,Telangana,South,Technology,Phone,Smartphone,4143.27,3,0.1,290.03,UPI,December,2023,Tuesday,7.000026549078384
ORD106057,2023-03-28,2023-03-29,CUST0397,Anaya Desai,Consumer,Delhi,Delhi,North,Furniture,Bookcase,Wooden Bookcase,4667.79,4,0.1,326.75,Debit Card,March,2023,Tuesday,7.000100690048182
ORD106058,2024-12-23,2024-12-26,CUST0433,Meera Kumar,Corporate,Mumbai,Maharashtra,West,Office Supplies,Pen,Gel Pen Box,4291.66,4,0.0,515.0,Debit Card,December,2024,Monday,12.000018640805656
ORD106059,2023-09-01,2023-09-02,CUST0116,Karan Gupta,Consumer,Bhubaneswar,Odisha,East,Technology,Laptop,Business Laptop,5980.19,7,0.2,119.6,Net Banking,September,2023,Friday,1.9999364568684272
ORD106060,2023-09-15,2023-09-18,CUST0311,Arjun Gupta,Corporate,Kolkata,West Bengal,East,Furniture,Table,Study Table,6096.83,10,0.2,121.94,Credit Card,September,2023,Friday,2.0000557666853105
ORD106061,2024-08-17,2024-08-20,CUST0462,Rohan Nair,Home Office,Bhubaneswar,Odisha,East,Furniture,Bookcase,Wooden Bookcase,2072.93,6,0.05,196.93,Debit Card,August,2024,Saturday,9.500079597477967
ORD106062,2023-09-13,2023-09-15,CUST0122,Ishita Patel,Home Office,Bhubaneswar,Odisha,East,Office Supplies,Storage,Plastic Storage Box,9858.65,9,0.15,443.64,UPI,September,2023,Wednesday,4.5000076075324715
ORD106063,2024-04-27,2024-05-01,CUST0188,Rohan Shah,Consumer,Hyderabad,Telangana,South,Office Supplies,Pen,Gel Pen Box,6081.16,8,0.2,121.62,UPI,April,2024,Saturday,1.9999473784606887
ORD106064,2023-11-26,2023-11-29,CUST0387,Rohan Gupta,Corporate,Bhubaneswar,Odisha,East,Technology,Accessories,Keyboard,9654.44,1,0.0,1158.53,Net Banking,November,2023,Sunday,11.999970997799975
ORD106065,2024-11-04,2024-11-07,CUST0409,Rohan Singh,Corporate,Hyderabad,Telangana,South,Furniture,Chair,Office Chair,9920.56,10,0.0,1190.47,UPI,November,2024,Monday,12.00002822421315
ORD106066,2024-04-26,2024-04-30,CUST0454,Nisha Mehta,Corporate,Lucknow,Uttar Pradesh,North,Furniture,Chair,Office Chair,3764.75,5,0.05,357.65,Net Banking,April,2024,Friday,9.499966797264094
ORD106067,2023-07-21,2023-07-23,CUST0294,Priya Verma,Consumer,Hyderabad,Telangana,South,Technology,Accessories,Wireless Mouse,7893.03,2,0.3,-236.79,Cash,July,2023,Friday,-2.999988597534787
ORD106068,2024-02-15,2024-02-20,CUST0246,Vivaan Joshi,Corporate,Hyderabad,Telangana,South,Furniture,Bookcase,Wooden Bookcase,7403.2,3,0.3,-222.1,Cash,February,2024,Thursday,-3.0000540306894314
ORD106069,2023-08-16,2023-08-19,CUST0196,Anaya Nair,Home Office,Lucknow,Uttar Pradesh,North,Furniture,Table,Study Table,8472.94,7,0.1,593.11,Debit Card,August,2023,Wednesday,7.000049569570893
ORD106070,2023-06-05,2023-06-11,CUST0457,Aarav Singh,Home Office,Hyderabad,Telangana,South,Technology,Accessories,Keyboard,6362.8,3,0.15,286.33,Net Banking,June,2023,Monday,4.500062865405168
ORD106071,2024-03-13,2024-03-16,CUST0289,Karan Shah,Home Office,Kolkata,West Bengal,East,Office Supplies,Paper,A4 Paper Pack,9443.51,10,0.05,897.13,Net Banking,March,2024,Wednesday,9.499963466973615
ORD106072,2024-06-16,2024-06-21,CUST0164,Rohan Kumar,Corporate,Ahmedabad,Gujarat,West,Technology,Accessories,Wireless Mouse,261.5,9,0.0,31.38,Credit Card,June,2024,Sunday,12.0
ORD106073,2024-09-14,2024-09-15,CUST0025,Aarav Nair,Corporate,Lucknow,Uttar Pradesh,North,Office Supplies,Binder,Ring Binder,2016.16,4,0.1,141.13,UPI,September,2024,Saturday,6.999940480914213
ORD106074,2024-07-05,2024-07-11,CUST0299,Sneha Joshi,Home Office,Ahmedabad,Gujarat,West,Technology,Accessories,Keyboard,8550.04,6,0.2,171.0,Cash,July,2024,Friday,1.9999906433186276
ORD106075,2023-05-20,2023-05-25,CUST0140,Sneha Singh,Home Office,Mumbai,Maharashtra,West,Furniture,Chair,Office Chair,9582.22,4,0.05,910.31,UPI,May,2023,Saturday,9.4999906076045
ORD106076,2023-02-22,2023-02-28,CUST0228,Rahul Singh,Consumer,Hyderabad,Telangana,South,Technology,Laptop,Business Laptop,4301.05,7,0.3,-129.03,Debit Card,February,2023,Wednesday,-2.999965124795108
ORD106077,2023-03-13,2023-03-15,CUST0488,Anaya Singh,Consumer,Mumbai,Maharashtra,West,Office Supplies,Binder,Ring Binder,4067.98,3,0.05,386.46,Debit Card,March,2023,Monday,9.50004670622766
ORD106078,2023-06-06,2023-06-11,CUST0271,Nisha Patel,Corporate,Ahmedabad,Gujarat,West,Office Supplies,Binder,Ring Binder,5493.48,6,0.3,-164.8,UPI,June,2023,Tuesday,-2.999919905051079
ORD106079,2024-12-08,2024-12-13,CUST0199,Anaya Gupta,Home Office,Delhi,Delhi,North,Office Supplies,Storage,Plastic Storage Box,9634.94,1,0.15,433.57,Credit Card,December,2024,Sunday,4.499976128548802
ORD106080,2023-05-07,2023-05-10,CUST0113,Kabir Patel,Corporate,Jaipur,Rajasthan,North,Office Supplies,Pen,Gel Pen Box,6134.34,9,0.3,-184.03,Cash,May,2023,Sunday,-2.999996739665555
ORD106081,2024-08-30,2024-09-05,CUST0363,Neha Mehta,Home Office,Chennai,Tamil Nadu,South,Technology,Laptop,Business Laptop,2011.59,8,0.0,241.39,Credit Card,August,2024,Friday,11.999960230464458
ORD106082,2024-01-19,2024-01-21,CUST0146,Anaya Gupta,Consumer,Jaipur,Rajasthan,North,Furniture,Bookcase,Wooden Bookcase,933.61,1,0.3,-28.01,Net Banking,January,2024,Friday,-3.000182088880796
ORD106083,2024-12-06,2024-12-11,CUST0140,Aarav Verma,Corporate,Pune,Maharashtra,West,Technology,Laptop,Business Laptop,4520.38,2,0.15,203.42,UPI,December,2024,Friday,4.500064153898566
ORD106084,2023-02-15,2023-02-20,CUST0443,Yash Desai,Corporate,Ahmedabad,Gujarat,West,Office Supplies,Storage,Plastic Storage Box,6393.15,4,0.05,607.35,Credit Card,February,2023,Wednesday,9.500011731306165
ORD106085,2024-04-04,2024-04-06,CUST0470,Sneha Joshi,Corporate,Bhubaneswar,Odisha,East,Technology,Phone,Smartphone,5101.82,5,0.1,357.13,Debit Card,April,2024,Thursday,7.000050962205645
ORD106086,2024-11-08,2024-11-11,CUST0418,Diya Singh,Consumer,Mumbai,Maharashtra,West,Technology,Laptop,Business Laptop,2813.46,6,0.05,267.28,Credit Card,November,2024,Friday,9.500046206450419
ORD106087,2023-10-23,2023-10-29,CUST0263,Arjun Kumar,Corporate,Bengaluru,Karnataka,South,Furniture,Table,Study Table,9803.12,5,0.0,1176.37,UPI,October,2023,Monday,11.999955116330309
ORD106088,2024-02-24,2024-02-28,CUST0487,Neha Shah,Corporate,Bhubaneswar,Odisha,East,Technology,Phone,Smartphone,6884.07,5,0.2,137.68,Debit Card,February,2024,Saturday,1.9999796631934308
ORD106089,2023-06-24,2023-06-26,CUST0246,Kabir Singh,Home Office,Kolkata,West Bengal,East,Office Supplies,Paper,A4 Paper Pack,258.9,10,0.05,24.6,Debit Card,June,2023,Saturday,9.501738122827348
ORD106090,2024-07-11,2024-07-17,CUST0385,Rahul Kumar,Consumer,Jaipur,Rajasthan,North,Furniture,Chair,Office Chair,4191.72,5,0.0,503.01,Credit Card,July,2024,Thursday,12.000085883599095
ORD106091,2023-03-15,2023-03-21,CUST0001,Diya Kumar,Corporate,Chennai,Tamil Nadu,South,Office Supplies,Pen,Gel Pen Box,2008.46,1,0.0,241.02,UPI,March,2023,Wednesday,12.000238989076207
ORD106092,2023-11-07,2023-11-10,CUST0462,Neha Gupta,Corporate,Mumbai,Maharashtra,West,Technology,Accessories,Wireless Mouse,9445.65,4,0.2,188.91,Net Banking,November,2023,Tuesday,1.9999682393482714
ORD106093,2023-04-14,2023-04-18,CUST0126,Anaya Singh,Corporate,Pune,Maharashtra,West,Furniture,Bookcase,Wooden Bookcase,6280.23,5,0.15,282.61,Cash,April,2023,Friday,4.499994426955701
ORD106094,2024-04-19,2024-04-21,CUST0139,Ishita Singh,Corporate,Chennai,Tamil Nadu,South,Office Supplies,Paper,A4 Paper Pack,4796.39,7,0.3,-143.89,Net Banking,April,2024,Friday,-2.9999645566770003
ORD106095,2023-04-10,2023-04-16,CUST0459,Nisha Desai,Consumer,Ahmedabad,Gujarat,West,Technology,Laptop,Business Laptop,8854.0,2,0.0,1062.48,Cash,April,2023,Monday,12.0
ORD106096,2024-10-14,2024-10-18,CUST0236,Meera Nair,Home Office,Kolkata,West Bengal,East,Office Supplies,Pen,Gel Pen Box,3742.71,2,0.0,449.13,Debit Card,October,2024,Monday,12.000128249316672
ORD106097,2024-07-12,2024-07-13,CUST0345,Nisha Mehta,Corporate,Mumbai,Maharashtra,West,Technology,Laptop,Business Laptop,3853.74,6,0.0,462.45,Credit Card,July,2024,Friday,12.00003113858226
ORD106098,2024-06-15,2024-06-18,CUST0094,Rahul Singh,Home Office,Lucknow,Uttar Pradesh,North,Technology,Laptop,Business Laptop,2699.33,10,0.0,323.92,UPI,June,2024,Saturday,12.000014818491996
ORD106099,2023-08-14,2023-08-17,CUST0349,Vivaan Mehta,Consumer,Delhi,Delhi,North,Office Supplies,Paper,A4 Paper Pack,9711.47,3,0.05,922.59,Cash,August,2023,Monday,9.500003603985803
ORD106100,2023-09-01,2023-09-03,CUST0138,Rohan Patel,Corporate,Hyderabad,Telangana,South,Furniture,Table,Study Table,8257.49,10,0.3,-247.72,Debit Card,September,2023,Friday,-2.9999430819776953
ORD106101,2024-05-22,2024-05-23,CUST0046,Karan Verma,Home Office,Pune,Maharashtra,West,Technology,Accessories,Keyboard,8930.61,9,0.3,-267.92,UPI,May,2024,Wednesday,-3.0000190356537795
ORD106102,2023-06-17,2023-06-20,CUST0215,Neha Mehta,Home Office,Delhi,Delhi,North,Office Supplies,Pen,Gel Pen Box,8300.3,9,0.0,996.04,Net Banking,June,2023,Saturday,12.00004819102924
ORD106103,2023-06-16,2023-06-21,CUST0206,Neha Joshi,Home Office,Ahmedabad,Gujarat,West,Technology,Laptop,Business Laptop,7859.8,4,0.2,157.2,UPI,June,2023,Friday,2.0000508918802002
ORD106104,2023-09-10,2023-09-13,CUST0382,Aarav Joshi,Consumer,Pune,Maharashtra,West,Furniture,Chair,Office Chair,8014.66,8,0.1,561.03,Net Banking,September,2023,Sunday,7.000047413115467
ORD106105,2024-05-08,2024-05-13,CUST0482,Kabir Patel,Home Office,Bengaluru,Karnataka,South,Furniture,Table,Study Table,6366.89,10,0.15,286.51,Cash,May,2024,Wednesday,4.499999214687233
ORD106106,2023-04-20,2023-04-24,CUST0364,Priya Singh,Consumer,Delhi,Delhi,North,Technology,Laptop,Business Laptop,8097.75,6,0.2,161.95,Debit Card,April,2023,Thursday,1.9999382544533972
ORD106107,2024-08-23,2024-08-29,CUST0477,Aarav Shah,Corporate,Bhubaneswar,Odisha,East,Furniture,Bookcase,Wooden Bookcase,9971.93,8,0.3,-299.16,Net Banking,August,2024,Friday,-3.00002105911293
ORD106108,2024-03-29,2024-03-30,CUST0379,Yash Shah,Corporate,Pune,Maharashtra,West,Furniture,Table,Study Table,6463.98,2,0.3,-193.92,Net Banking,March,2024,Friday,-3.0000092822069377
ORD106109,2024-06-23,2024-06-26,CUST0184,Aarav Patel,Corporate,Chennai,Tamil Nadu,South,Office Supplies,Binder,Ring Binder,6626.92,9,0.2,132.54,Credit Card,June,2024,Sunday,2.000024143946207
ORD106110,2024-11-16,2024-11-21,CUST0486,Meera Mehta,Home Office,Guwahati,Assam,East,Furniture,Chair,Office Chair,7163.5,4,0.1,501.44,Debit Card,November,2024,Saturday,6.999930201717038
ORD106111,2024-05-10,2024-05-11,CUST0233,Arjun Singh,Corporate,Guwahati,Assam,East,Furniture,Table,Study Table,1468.45,1,0.3,-44.05,Cash,May,2024,Friday,-2.9997616534441076
ORD106112,2023-08-10,2023-08-14,CUST0418,Diya Joshi,Corporate,Guwahati,Assam,East,Furniture,Chair,Office Chair,2939.07,1,0.15,132.26,Credit Card,August,2023,Thursday,4.500062945081266
ORD106113,2023-02-19,2023-02-20,CUST0475,Neha Desai,Home Office,Kolkata,West Bengal,East,Office Supplies,Binder,Ring Binder,9951.97,5,0.0,1194.24,Debit Card,February,2023,Sunday,12.000036173742485
ORD106114,2024-02-19,2024-02-21,CUST0255,Ishita Verma,Corporate,Hyderabad,Telangana,South,Technology,Laptop,Business Laptop,9921.99,2,0.2,198.44,Cash,February,2024,Monday,2.000002015724668
